1,01/23/2007,139874.2758590388,3
2,06/09/2017,48927.4928042058,1
3,04/24/2011,102642.0500271883,9
4,05/15/2013,84591.8278055597,7
5,05/05/2001,190015.5744729363,1
6,12/21/2004,158189.6544734918,2
7,12/31/2020,17698.3761407386,7
8,03/07/2022,7359.8558635448,2
9,11/30/2010,106106.6400307562,1
10,06/12/2002,180342.440586909,8
11,04/08/2003,173147.9244764798,8
12,03/20/2009,120985.4303106793,5
13,06/03/2013,84138.4319780685,3
14,04/23/2019,32521.4542009,9
15,12/25/2009,114259.6811459139,2
16,03/17/2001,191197.7858689223,10
17,12/25/2020,17830.4744812849,2
18,10/28/2013,80588.9736487211,5
19,11/24/2009,115012.6417049884,5
20,02/26/2012,95230.9058726683,8
21,11/25/2018,36112.5133736199,5
22,12/12/2016,53218.7139299308,4
23,03/15/2019,33465.9175418654,8
24,04/12/2005,155503.2333757411,9
25,01/12/2001,192733.7555986391,7
26,03/05/2010,112595.9961547498,5
27,06/14/2000,197816.2708775928,6
28,05/12/2008,128485.7825448839,9
29,12/27/2011,96706.1606009873,7
30,11/10/2000,194231.0750460909,8
31,12/20/2017,44269.3156021907,10
32,03/04/2011,103853.8825473994,10
33,08/15/2018,38539.8897703781,8
34,03/01/2016,60077.3417156501,10
35,12/10/2016,53274.3622717643,6
36,07/23/2003,170588.8583834825,6
37,10/24/2009,115767.5008840224,3
38,07/01/2003,171129.3769957804,2
39,04/27/2006,146373.7778297417,4
40,09/23/2015,63918.0906081431,7
41,08/17/2022,3437.0483865196,8
42,06/03/2011,101660.1375537559,2
43,03/22/2013,85869.7903321156,2
44,05/16/2021,14427.0875549287,9
45,04/07/2008,129323.7208888576,4
46,07/13/2011,100711.6881117186,9
47,01/15/2014,78707.4822790224,7
48,08/17/2009,117387.7081129693,4
49,06/10/2020,22587.9656135957,2
50,12/19/2006,140722.2178364869,2
51,06/22/2003,171332.805059259,8
52,09/29/2019,28701.647559896,4
53,06/03/2014,75361.8053386328,10
54,11/02/2012,89241.5789503896,10
55,10/10/2008,124857.745895418,4
56,09/10/2005,151876.0620072223,4
57,01/06/2013,87676.1561744182,4
58,11/28/2019,27266.2867305792,5
59,12/22/2001,184475.5322868132,3
60,01/13/2007,140127.4758986916,3
61,09/29/2013,81287.5364548452,8
62,06/03/2014,75361.1675664883,8
63,09/04/2012,90649.8522895534,10
64,05/31/2012,92963.4059014008,1
65,09/08/2010,108092.1278464841,5
66,01/15/2001,192665.733958152,9
67,07/16/2004,161989.5509032019,4
68,02/16/2005,156819.1592371933,10
69,07/23/2000,196887.6789600722,9
70,05/31/2003,171860.8014608981,1
71,10/19/2012,89573.5656281375,9
72,06/12/2011,101452.7742398594,5
73,06/27/2000,197505.438407106,4
74,10/08/2013,81069.304518935,10
75,03/13/2014,77330.9606307362,6
76,10/27/2002,177065.3895204521,3
77,04/17/2012,94009.5156323267,1
78,06/21/2001,188880.8778553316,4
79,08/29/2012,90792.418133843,3
80,05/26/2014,75552.532301076,8
81,08/24/2011,99697.3556351062,1
82,08/06/2014,73819.7825800944,6
83,07/06/2006,144703.2886918896,2
84,03/14/2014,77307.5398035655,3
85,12/29/2007,131718.7664711149,7
86,12/25/2019,26631.1961941082,4
87,05/06/2010,111108.2506394849,2
88,11/12/2006,141616.902584572,5
89,03/03/2016,60022.8936962225,3
90,11/01/2005,150622.4034191428,8
91,03/03/2022,7454.4567530274,5
92,12/03/2021,9605.955364887,8
93,01/12/2016,61250.0564767838,7
94,01/21/2021,17185.425088695,7
95,07/01/2009,118526.9037003284,2
96,08/18/2014,73551.5273120723,3
97,04/02/2020,24249.458701495,3
98,02/27/2019,33847.4348131871,7
99,05/02/2008,128710.6989805216,6
100,10/18/2015,63327.2606477147,1
101,12/26/2021,9063.0745372153,1
102,05/27/2013,84302.9528710723,8
103,06/29/2002,179936.4289827817,4
104,12/25/2005,149328.0523166501,1
105,02/26/2021,16324.1587063147,5
106,03/06/2014,77503.9050957374,7
107,04/16/2007,137881.5623186266,9
108,04/11/2003,173080.1070415901,6
109,11/18/2001,185296.0850976954,2
110,05/12/2017,49597.8712094023,7
111,03/25/2022,6930.3025988097,5
112,03/31/2000,199614.4328771807,8
113,09/06/2006,143218.2631554792,1
114,01/24/2020,25910.6092672334,5
115,12/27/2010,105458.2245455315,6
116,04/10/2020,24058.7134350958,5
117,03/09/2002,182614.5431578876,6
118,01/30/2001,192289.2873251376,9
119,05/02/2015,67373.0442701723,9
120,07/17/2013,83065.1545484655,5
121,04/05/2008,129377.0148269234,7
122,04/03/2021,15467.7301052237,3
123,10/11/2007,133626.049550247,1
124,06/24/2015,66096.6253840972,4
125,04/07/2012,94254.0189958096,7
126,07/24/2003,170582.2195518832,8
127,06/18/2013,83762.1145524868,1
128,10/09/2004,159935.6712197865,4
129,03/30/2016,59378.4970537537,4
130,07/05/2021,13235.9026098942,4
131,05/17/2008,128359.7239993133,1
132,06/27/2008,127377.48427776,5
133,09/19/2014,72783.7065006619,4
134,08/06/2011,100131.3845570236,1
135,05/11/2017,49607.7545576604,4
136,12/27/2003,166839.0587249559,7
137,04/12/2010,111667.1953921618,6
138,08/12/2008,126279.7237261399,5
139,11/30/2004,158703.9731713543,10
140,03/17/2010,112296.8184497555,10
141,03/30/2001,190867.6759505833,10
142,01/27/2015,69652.1015066754,9
143,02/05/2019,34370.4501184188,8
144,01/19/2008,131217.6809522959,9
145,07/31/2001,187922.6984529135,4
146,01/18/2011,104934.7442867679,1
147,03/16/2014,77254.515120712,9
148,02/03/2014,78258.3306768276,7
149,03/02/2004,165245.3645663143,7
150,05/23/2021,14258.5915114853,6
151,03/29/2007,138317.3051231055,3
152,10/31/2002,176957.8676236883,2
153,03/29/2009,120770.0551241965,8
154,11/09/2005,150434.437347002,4
155,07/26/2016,56542.537625293,10
156,09/22/2013,81460.9223481138,2
157,01/10/2018,43751.4884597258,10
158,08/02/2011,100238.3098492615,10
159,07/30/2000,196716.3223497939,7
160,06/05/2012,92834.9012392602,2
161,07/24/2008,126736.8837398465,10
162,06/03/2009,119192.4859625923,2
163,03/02/2016,60058.2912409348,10
164,09/26/2001,186554.9095747874,3
165,07/16/2011,100650.413464307,10
166,09/30/2018,37436.5242981781,9
167,05/23/2022,5491.9820765349,7
168,08/30/2004,160913.6640215048,6
169,04/22/2006,146491.4665222283,2
170,04/30/2016,58628.6401339312,9
171,08/15/2000,196327.7923566863,7
172,05/11/2013,84681.1756906245,4
173,04/17/2020,23883.5898578348,1
174,12/01/2014,71012.1795806947,3
175,03/10/2009,121239.2248590755,4
176,10/21/2003,168434.8218041111,1
177,12/31/2010,105356.8568046186,4
178,02/10/2018,43009.1543051894,8
179,06/07/2016,57732.2031945835,7
180,03/24/2018,41996.2370841638,5
181,09/13/2005,151798.8912514099,9
182,04/28/2022,6108.6193074756,2
183,03/26/2015,68261.667919207,7
184,11/14/2019,27618.4237530445,5
185,09/07/2001,187010.4948647568,6
186,01/08/2019,35044.849031956,4
187,08/09/2011,100051.625143872,9
188,08/10/2017,47425.2109777497,8
189,10/29/2015,63043.8170894555,9
190,05/06/2006,146162.5384789722,5
191,04/19/2019,32614.9101461973,10
192,12/24/2018,35400.387369031,1
193,03/09/2006,147548.7023696718,2
194,12/25/2004,158105.9148705606,7
195,10/04/2021,11037.547371264,3
196,07/09/2016,56960.4762607525,9
197,11/19/2009,115130.0104279234,7
198,02/22/2008,130404.6443175513,9
199,04/03/2008,129410.9187625278,1
200,08/28/2011,99597.3426520355,4
201,10/01/2000,195201.4015415585,10
202,01/03/2011,105286.1090420622,1
203,12/12/2004,158405.0390427705,3
204,05/14/2019,32023.099598847,3
205,12/12/2022,630.9282105797,8
206,01/11/2014,78800.326544411,4
207,03/09/2006,147557.9007117959,7
208,12/17/2015,61883.1273789665,10
209,02/04/2009,122040.0862685724,4
210,03/05/2006,147647.6043248618,9
211,07/23/2011,100464.0301586983,7
212,10/28/2007,133199.9351593624,7
213,04/16/2016,58980.675437645,3
214,04/10/2007,138023.5893277051,2
215,04/19/2022,6329.1946060288,9
216,11/17/2010,106428.4882177732,2
217,01/20/2009,122411.6507182822,2
218,09/28/2006,142692.0323857893,1
219,11/22/2006,141358.2271085003,10
220,10/28/2014,71832.3793313989,7
221,09/22/2022,2576.6259987202,3
222,09/07/2021,11699.3548881094,7
223,04/03/2003,173261.1159998481,5
224,01/25/2009,122290.2929447973,3
225,10/13/2016,54644.4260011712,8
226,09/07/2010,108124.5365572259,1
